"id","school","sex","age","address","famsize","Pstatus","Medu","Fedu","Mjob","Fjob","reason","guardian","traveltime","studytime","failures","schoolsup","famsup","paid","activities","nursery","higher","internet","romantic","famrel","freetime","goout","Dalc","Walc","health","absences","G1","G2","G3","forum.posts","levels.complete","avatar.requests","teacher.requests","customize.character","facebook","time.in.session","av.seconds.per.task"
409,"GP","M",18,"U","LE3","T",2,2,"services","services","reputation","mother",1,2,0,"no","yes","no","yes","no","no","yes","no",4,4,4,1,3,3,11,9,11,12,3,84,28,100,3,"no",252,53.34
410,"GP","M",18,"U","LE3","A",3,4,"other","other","reputation","other",1,2,0,"no","no","no","yes","yes","yes","yes","yes",4,3,5,1,4,2,9,13,14,15,20,48,32,108,23,"no",96,55.44
411,"GP","F",17,"U","GT3","T",2,2,"services","services","reputation","mother",1,2,0,"no","yes","no","yes","yes","yes","yes","no",4,3,4,1,3,4,0,13,17,17,3,96,20,90,3,"no",96,46.08
412,"GP","M",17,"U","LE3","A",4,4,"health","other","reputation","mother",1,3,0,"no","yes","no","yes","yes","yes","yes","no",4,4,2,1,2,4,2,12,15,15,11,60,28,108,7,"no",180,23.7
413,"GP","F",18,"U","LE3","T",4,2,"teacher","other","course","mother",1,2,0,"no","yes","no","yes","yes","yes","yes","no",4,2,2,1,1,3,0,14,17,17,6,6,24,93,4,"no",18,4.83
414,"GP","M",21,"R","LE3","T",1,1,"at_home","other","course","other",2,2,2,"no","yes","no","yes","yes","no","yes","yes",5,3,3,5,2,4,21,9,10,10,8,56,28,38,1,"no",168,60.76
415,"GP","F",20,"R","GT3","T",1,1,"other","other","reputation","other",2,3,0,"no","no","no","yes","yes","yes","yes","yes",3,2,2,1,3,3,8,11,15,15,6,135,42,104,8,"yes",270,198.45
416,"GP","F",19,"U","GT3","T",4,4,"teacher","other","home","other",1,1,1,"no","yes","no","yes","yes","yes","yes","yes",3,2,5,4,4,5,5,9,10,11,18,90,40,95,3,"no",180,9.45
417,"GP","M",17,"U","LE3","A",3,2,"other","other","reputation","mother",1,2,0,"no","yes","no","yes","yes","yes","yes","no",4,4,4,1,2,5,10,16,18,18,12,110,20,170,11,"no",330,198
418,"GP","F",18,"U","GT3","T",3,2,"at_home","other","reputation","father",1,3,0,"no","yes","no","yes","yes","yes","yes","yes",4,3,4,1,2,2,5,14,17,17,22,6,30,62,2,"no",6,0.57
419,"GP","M",18,"R","GT3","T",2,3,"other","services","reputation","father",1,1,0,"no","no","no","yes","yes","yes","yes","no",3,1,3,4,5,4,13,13,14,14,8,32,14,135,8,"yes",96,13.92
420,"GP","M",19,"U","GT3","T",2,1,"other","other","reputation","mother",1,1,0,"no","no","no","yes","yes","yes","yes","no",5,3,4,1,4,4,10,7,11,11,7,40,32,18,5,"yes",80,14
421,"GP","F",18,"U","LE3","A",2,2,"services","other","reputation","mother",2,2,0,"no","yes","no","yes","yes","yes","yes","no",4,1,4,1,3,4,10,14,17,17,3,144,12,155,7,"no",288,131.76
422,"GP","F",20,"U","GT3","T",1,0,"other","other","reputation","mother",2,1,1,"yes","no","no","yes","yes","yes","yes","yes",5,3,1,1,1,5,5,8,10,10,18,60,24,54,7,"no",180,6
423,"GP","F",18,"U","GT3","T",3,2,"services","other","home","mother",1,2,0,"no","yes","no","yes","no","yes","yes","yes",3,1,2,1,2,1,4,10,13,13,14,22,26,23,0,"no",44,31.13
424,"MS","F",16,"U","GT3","T",1,3,"at_home","other","other","father",2,1,0,"no","yes","no","yes","yes","no","yes","yes",4,3,3,1,3,5,11,10,11,11,18,85,20,42,4,"yes",255,80.75
425,"MS","F",16,"R","GT3","T",2,2,"other","other","course","mother",2,2,0,"no","yes","no","yes","yes","yes","yes","no",4,4,4,1,1,5,0,12,12,12,6,60,28,120,2,"no",300,48.9
426,"MS","F",15,"R","GT3","T",1,1,"at_home","services","other","mother",1,1,1,"no","yes","no","yes","yes","yes","no","yes",4,1,3,1,1,2,6,10,10,10,18,30,18,100,0,"yes",90,2.85
427,"MS","F",15,"R","GT3","T",3,3,"at_home","other","course","mother",2,1,0,"no","yes","no","yes","yes","yes","yes","no",5,4,4,2,3,5,4,10,10,11,13,30,26,80,2,"no",120,26.4
428,"MS","F",16,"R","GT3","T",2,3,"at_home","services","course","mother",2,2,0,"no","no","no","yes","yes","yes","no","no",4,5,2,1,2,5,0,16,17,17,6,150,10,132,8,"no",600,180.75
429,"MS","F",15,"R","LE3","T",2,1,"at_home","other","home","mother",2,1,0,"no","no","no","yes","yes","no","no","no",1,3,4,1,1,1,0,6,8,9,11,20,30,70,4,"no",100,19.3
430,"MS","M",16,"R","LE3","A",4,4,"at_home","other","home","mother",1,2,0,"no","yes","no","yes","yes","yes","no","no",5,3,2,1,3,2,5,10,11,11,10,48,16,42,19,"no",144,18.24
431,"MS","M",16,"U","GT3","A",1,2,"other","other","other","mother",1,3,0,"yes","no","no","yes","yes","yes","yes","no",4,4,3,1,1,5,0,10,11,11,3,165,20,21,23,"no",660,135.3
432,"MS","F",17,"R","GT3","T",3,2,"at_home","other","course","father",1,2,1,"no","no","no","yes","yes","yes","no","yes",4,5,4,1,2,5,0,10,10,10,6,150,20,40,4,"no",300,268.5
433,"MS","F",17,"R","GT3","T",1,1,"other","other","other","father",1,1,1,"no","yes","no","yes","no","no","yes","no",5,4,4,2,2,5,0,6,6,7,1,15,46,60,2,"no",30,0.375
434,"MS","F",15,"R","GT3","T",4,4,"teacher","other","course","mother",2,1,0,"no","no","no","yes","yes","yes","yes","yes",1,5,1,3,5,5,0,13,14,14,14,75,26,135,8,"no",300,92.625
435,"MS","F",16,"U","LE3","A",2,2,"at_home","other","reputation","mother",2,4,0,"no","no","no","yes","no","no","no","yes",1,2,1,1,1,1,4,10,9,11,18,56,18,95,15,"no",56,78.96
436,"MS","F",15,"R","LE3","T",1,1,"at_home","services","reputation","father",2,2,0,"no","yes","no","yes","yes","yes","yes","no",5,4,3,1,2,4,0,10,10,10,9,80,38,80,2,"no",400,48.4
437,"MS","F",15,"R","LE3","T",1,1,"other","services","course","mother",2,1,1,"no","yes","no","yes","yes","yes","yes","yes",4,4,3,1,2,2,4,6,7,8,18,14,40,65,2,"no",28,19.04
438,"MS","F",16,"R","GT3","T",0,2,"other","other","other","mother",2,1,0,"no","yes","no","yes","yes","yes","no","no",3,2,3,1,2,2,0,12,11,12,6,34,12,23,2,"no",68,4.42
439,"MS","F",17,"R","GT3","T",2,3,"other","other","course","mother",2,1,0,"no","yes","no","yes","yes","yes","yes","no",5,5,5,1,3,3,2,10,11,12,9,9,26,105,2,"no",18,7.065
440,"MS","F",15,"R","GT3","T",3,3,"other","services","course","father",2,1,0,"no","no","no","yes","no","yes","yes","no",4,1,3,1,1,4,0,14,16,16,13,64,18,60,8,"no",256,4.16
441,"MS","M",16,"U","GT3","T",1,1,"at_home","services","home","mother",2,2,0,"no","yes","no","yes","yes","yes","no","yes",5,4,5,4,5,3,0,7,0,0,12,36,30,35,1,"no",180,41.04
442,"MS","M",17,"U","GT3","T",1,1,"other","other","home","mother",1,2,0,"no","no","yes","yes","no","yes","yes","no",4,4,3,2,4,5,4,8,9,9,7,10,24,34,7,"no",40,13.35
443,"MS","M",15,"R","LE3","T",4,1,"health","services","reputation","father",1,2,0,"no","yes","no","yes","yes","yes","yes","no",5,3,4,1,2,2,0,12,13,14,13,44,22,75,2,"no",88,33.22
444,"MS","M",15,"R","LE3","T",4,1,"health","services","reputation","father",1,2,0,"no","yes","no","yes","yes","yes","yes","no",5,3,4,1,2,2,7,7,9,8,12,16,32,32,3,"no",32,24.16
445,"MS","M",16,"R","GT3","T",3,4,"other","health","other","mother",3,2,0,"no","no","no","yes","no","yes","no","no",3,4,5,1,2,5,4,9,10,11,6,150,22,57,6,"no",150,190.5
446,"MS","M",15,"R","GT3","T",1,1,"other","other","course","mother",4,2,0,"no","yes","no","yes","yes","yes","no","yes",5,4,5,2,4,4,8,7,9,9,8,144,30,16,3,"yes",288,20.88
447,"MS","M",15,"U","LE3","T",3,3,"at_home","at_home","reputation","father",1,2,0,"no","yes","no","yes","yes","yes","yes","no",5,3,3,1,1,5,0,11,11,11,4,160,24,22,4,"no",320,111.2
448,"MS","M",17,"R","GT3","T",2,1,"other","other","other","mother",3,1,0,"no","no","no","yes","yes","no","no","yes",5,5,5,5,5,3,8,8,10,9,18,15,26,72,8,"yes",75,22.95
449,"MS","F",16,"R","GT3","T",4,4,"teacher","teacher","course","mother",2,3,0,"no","no","no","yes","yes","yes","yes","yes",4,2,2,1,1,4,6,16,16,17,14,156,26,160,6,"yes",624,212.16
450,"MS","F",15,"R","GT3","T",1,2,"other","services","course","mother",2,1,0,"no","no","no","yes","yes","yes","no","no",5,1,2,1,1,1,3,11,13,13,7,15,16,24,5,"no",45,19.95
451,"MS","F",16,"R","GT3","T",2,3,"other","services","course","mother",3,2,0,"no","yes","no","yes","yes","yes","yes","no",4,5,4,1,2,1,2,15,15,15,7,28,22,90,2,"no",56,46.2
452,"MS","M",16,"R","GT3","T",1,2,"other","other","course","father",2,2,0,"no","no","no","yes","yes","yes","no","no",4,3,3,1,1,5,0,10,11,11,4,160,20,105,8,"no",320,247.2
453,"MS","F",16,"R","GT3","T",2,2,"other","other","course","mother",3,2,0,"no","yes","no","yes","yes","yes","yes","no",4,4,5,1,1,4,4,9,10,11,4,8,34,95,1,"no",40,4.44
454,"MS","F",16,"U","GT3","T",1,2,"other","services","course","mother",1,3,1,"no","yes","no","yes","yes","yes","no","no",1,3,2,1,2,4,0,10,8,8,9,240,16,72,2,"no",720,126
455,"MS","F",16,"U","GT3","T",1,2,"other","services","course","mother",1,3,1,"no","yes","no","yes","yes","yes","no","no",1,3,2,1,2,4,3,9,8,8,2,204,20,68,2,"no",204,25.5
456,"MS","F",15,"U","GT3","T",2,1,"at_home","other","home","mother",1,2,0,"yes","yes","no","yes","no","yes","yes","no",4,4,2,3,3,2,0,9,10,9,11,80,22,76,1,"no",400,84.8
457,"MS","F",16,"U","GT3","T",1,1,"at_home","other","course","father",1,2,0,"no","yes","no","yes","no","yes","no","yes",5,4,3,2,1,2,0,13,14,15,6,8,16,27,3,"no",8,4.84
458,"MS","M",17,"R","LE3","T",1,2,"at_home","services","reputation","mother",1,1,0,"no","yes","no","yes","yes","yes","yes","no",5,5,5,5,5,3,4,10,11,11,5,33,44,63,1,"no",33,39.765
459,"MS","F",16,"R","GT3","T",1,1,"other","other","home","father",4,4,0,"no","yes","no","yes","no","yes","yes","no",4,3,2,1,1,1,0,13,10,13,4,52,38,115,3,"no",208,23.92
460,"MS","F",16,"R","GT3","T",1,1,"at_home","other","other","father",4,3,0,"yes","yes","no","yes","yes","yes","no","no",4,4,3,1,1,5,2,10,9,10,5,180,22,19,4,"no",180,286.2
461,"MS","F",15,"R","GT3","T",1,1,"at_home","other","home","father",2,2,0,"no","yes","no","yes","yes","yes","yes","no",4,3,3,1,1,2,1,11,10,11,3,80,36,21,3,"no",160,126.4
462,"MS","F",16,"R","GT3","T",1,1,"at_home","other","other","mother",2,1,0,"no","no","no","yes","yes","yes","yes","yes",4,2,2,4,3,2,0,13,12,14,6,4,38,75,6,"no",16,4.72
463,"MS","F",15,"R","GT3","T",1,1,"at_home","at_home","course","father",3,2,0,"no","yes","no","yes","yes","yes","no","no",4,2,1,1,2,2,0,13,14,14,7,52,14,27,3,"no",52,78.52
464,"MS","F",15,"R","LE3","T",2,2,"other","other","other","father",1,3,0,"yes","yes","no","yes","yes","yes","no","no",4,4,3,2,2,5,2,14,11,12,4,210,14,25,0,"no",1050,36.75
465,"MS","M",16,"R","GT3","T",1,1,"at_home","other","other","father",2,1,0,"no","no","no","yes","yes","yes","no","no",3,4,4,3,4,5,6,11,11,11,2,50,16,66,4,"yes",150,65.75
466,"MS","F",18,"U","GT3","T",1,2,"other","other","course","father",1,2,1,"no","yes","no","yes","yes","yes","yes","yes",3,4,4,2,3,5,9,9,8,8,20,10,22,17,3,"yes",50,6.9
467,"MS","M",15,"U","GT3","T",3,1,"other","services","home","mother",2,1,0,"no","yes","no","yes","yes","yes","no","no",3,2,3,1,3,4,0,10,9,11,12,28,24,57,4,"no",84,39.48
468,"MS","F",16,"R","GT3","T",2,2,"other","services","course","father",3,2,0,"no","yes","no","yes","yes","yes","yes","no",5,3,4,1,1,2,1,14,13,14,7,56,24,108,4,"no",56,21.28
469,"MS","M",15,"U","GT3","T",2,2,"health","other","reputation","mother",3,1,0,"no","no","no","yes","yes","yes","no","no",4,3,3,1,2,4,1,13,12,13,12,80,14,25,7,"no",240,84.8
470,"MS","M",16,"U","GT3","T",4,4,"other","teacher","course","father",1,2,0,"no","yes","no","yes","yes","yes","no","yes",4,3,1,1,1,3,0,13,12,13,24,48,18,50,0,"no",48,42
471,"MS","F",15,"R","GT3","T",3,3,"services","other","reputation","mother",1,2,0,"no","yes","no","yes","yes","yes","yes","yes",4,5,4,1,1,1,4,13,12,12,16,32,20,100,1,"no",160,43.84
472,"MS","F",16,"R","GT3","T",2,2,"at_home","other","course","mother",2,2,1,"no","yes","no","yes","no","yes","no","no",4,4,4,2,3,5,2,12,11,12,6,180,12,92,2,"no",720,103.5
473,"MS","F",16,"R","LE3","T",2,2,"other","other","home","father",3,1,0,"no","yes","no","yes","yes","yes","no","yes",4,3,2,1,1,4,0,14,14,16,24,8,8,112,2,"no",32,3.32
474,"MS","M",16,"U","LE3","T",2,1,"at_home","services","course","mother",2,1,0,"no","yes","no","yes","yes","yes","yes","no",2,4,3,2,3,4,4,10,8,10,11,4,20,54,0,"no",4,3.86
475,"MS","M",15,"R","LE3","T",1,3,"at_home","other","reputation","father",3,1,0,"no","yes","no","yes","yes","yes","yes","no",4,2,4,3,5,3,2,10,11,11,11,54,38,21,4,"no",162,79.38
476,"MS","F",15,"U","GT3","T",2,2,"other","services","course","mother",2,3,0,"no","yes","no","yes","yes","yes","no","no",5,3,2,1,1,4,0,12,13,14,10,240,14,50,1,"no",480,277.2
477,"MS","F",16,"R","LE3","T",2,1,"other","other","home","mother",1,1,0,"no","yes","no","yes","yes","yes","yes","yes",5,4,3,1,1,5,2,10,8,8,8,45,44,54,2,"no",225,27.9
478,"MS","M",15,"U","GT3","T",3,3,"services","services","course","father",2,1,0,"no","yes","no","yes","no","yes","yes","no",4,3,3,2,4,3,11,12,10,11,5,36,40,110,0,"yes",72,10.98
479,"MS","F",16,"R","GT3","T",1,1,"at_home","other","course","father",2,2,3,"yes","yes","no","yes","yes","yes","no","no",3,4,3,1,1,1,0,7,7,8,1,14,24,42,3,"no",42,12.67
480,"MS","F",17,"U","GT3","T",2,2,"other","at_home","course","mother",1,1,0,"no","yes","no","yes","yes","no","no","no",4,5,3,1,1,5,4,9,9,10,6,55,20,36,4,"no",165,36.575
481,"MS","F",19,"U","GT3","T",2,3,"at_home","services","course","other",1,1,1,"no","no","no","yes","yes","no","yes","yes",4,4,4,1,1,2,0,9,9,10,16,24,46,36,6,"no",96,2.76
482,"MS","F",17,"R","GT3","T",2,1,"at_home","other","course","mother",3,1,0,"no","yes","no","yes","yes","no","no","yes",5,5,3,1,1,3,2,9,10,11,14,57,26,19,2,"no",114,5.13
483,"MS","F",15,"R","LE3","T",1,1,"at_home","other","course","mother",2,1,0,"no","yes","no","yes","yes","no","no","yes",5,2,1,1,3,4,0,9,10,9,20,28,22,19,0,"no",112,2.52
484,"MS","F",16,"R","GT3","T",2,2,"other","other","course","father",3,2,0,"no","yes","no","yes","yes","no","yes","no",3,4,5,1,2,1,1,9,10,11,11,14,28,38,4,"no",42,20.65
485,"MS","F",16,"U","LE3","A",2,2,"other","other","home","mother",1,1,0,"no","yes","no","yes","yes","no","no","no",4,3,4,1,2,1,6,7,7,8,11,16,24,42,7,"no",48,10.72
486,"MS","F",17,"R","GT3","T",2,2,"at_home","other","course","mother",2,2,0,"no","yes","no","yes","yes","yes","yes","no",4,3,5,1,2,4,0,11,10,11,3,152,36,21,2,"no",304,190.76
487,"MS","F",16,"U","GT3","T",2,2,"other","services","course","father",1,1,1,"no","yes","yes","yes","no","yes","yes","no",4,4,3,1,4,3,1,9,10,10,10,51,34,19,2,"no",255,85.935
488,"MS","F",18,"R","LE3","A",3,2,"other","other","course","other",2,3,2,"no","yes","no","yes","no","no","no","yes",3,3,2,1,1,2,6,7,9,10,14,72,26,80,11,"no",216,104.04
489,"MS","F",19,"U","GT3","T",1,1,"at_home","services","course","mother",1,3,1,"no","no","no","yes","yes","no","no","yes",5,3,1,1,1,3,6,7,9,9,6,180,26,80,8,"yes",540,108.9
490,"MS","M",18,"R","GT3","T",1,1,"other","other","home","mother",2,1,1,"no","no","no","yes","yes","no","yes","no",4,4,3,3,4,4,0,8,9,10,3,4,42,68,7,"no",20,6.96
491,"MS","F",18,"R","GT3","T",1,1,"at_home","at_home","course","mother",2,1,1,"no","no","no","yes","no","no","yes","yes",3,2,3,1,1,2,4,9,11,10,6,18,34,20,4,"no",72,13.32
492,"MS","F",19,"U","GT3","T",1,1,"other","other","course","other",2,2,1,"no","yes","no","yes","yes","yes","yes","yes",1,1,4,4,1,1,12,7,8,9,10,12,26,15,3,"yes",36,2.28
493,"MS","F",16,"R","GT3","A",2,2,"health","other","course","mother",1,2,0,"no","no","no","yes","no","yes","no","yes",3,3,2,1,1,3,2,8,10,10,6,66,20,54,7,"no",66,13.53
494,"MS","F",17,"U","GT3","T",0,1,"other","at_home","course","father",2,1,0,"no","no","no","yes","no","yes","no","no",2,4,4,3,5,5,5,9,9,10,5,70,20,72,4,"no",210,28.7
495,"MS","F",16,"R","LE3","T",1,2,"at_home","other","course","mother",1,2,0,"no","no","no","yes","yes","no","yes","no",4,4,5,1,3,3,0,8,9,9,7,60,36,51,7,"no",300,7.5
496,"MS","F",16,"U","GT3","T",3,3,"other","other","reputation","mother",1,1,0,"no","no","no","yes","yes","no","yes","yes",4,5,4,1,1,4,0,14,13,13,12,24,36,27,7,"no",48,24.12
497,"MS","F",16,"R","LE3","T",1,1,"services","services","home","mother",1,1,0,"no","yes","no","yes","yes","yes","yes","yes",4,4,4,2,2,4,2,14,14,14,10,16,24,140,1,"no",64,0.96
498,"MS","M",17,"U","GT3","T",3,3,"services","at_home","course","mother",2,4,1,"no","yes","yes","yes","yes","yes","no","no",5,4,5,3,4,5,0,10,11,10,4,320,20,21,4,"no",1600,176
499,"MS","F",16,"U","GT3","T",2,1,"other","services","course","mother",1,2,0,"no","yes","no","yes","yes","yes","yes","no",5,3,3,1,1,1,0,14,13,14,10,8,18,54,0,"no",40,6.88
500,"MS","F",16,"U","GT3","T",2,2,"services","other","course","mother",1,1,0,"no","yes","yes","yes","yes","yes","no","yes",4,2,5,1,2,5,0,17,16,16,12,80,4,99,4,"no",160,2
501,"MS","M",17,"U","GT3","T",1,2,"other","other","course","father",1,1,1,"no","yes","no","yes","yes","no","yes","yes",5,3,5,5,5,1,12,6,7,7,2,8,28,13,2,"yes",8,1.16
502,"MS","M",16,"U","LE3","T",4,3,"other","other","course","father",1,1,0,"no","no","no","yes","yes","yes","yes","no",4,2,5,1,5,5,8,14,12,13,5,15,24,130,7,"no",60,13.05
503,"MS","M",17,"R","LE3","T",2,2,"services","services","other","mother",3,4,1,"no","yes","no","yes","yes","yes","no","no",1,3,5,3,5,3,2,10,8,9,3,156,22,72,0,"no",624,6.24
504,"MS","F",16,"U","GT3","T",1,1,"other","other","course","other",1,4,0,"yes","yes","no","yes","yes","yes","yes","no",2,2,1,1,1,5,0,14,14,14,8,40,30,56,3,"no",200,5
505,"MS","F",19,"U","LE3","T",2,2,"other","other","home","mother",1,3,0,"no","no","no","yes","yes","yes","yes","yes",5,4,5,1,1,1,0,12,13,13,12,39,28,25,4,"no",117,11.895
506,"MS","F",17,"R","GT3","T",1,1,"at_home","other","reputation","mother",2,1,0,"no","yes","no","yes","no","yes","yes","yes",4,4,5,1,2,5,0,11,11,11,14,100,18,44,2,"no",200,109.5
507,"MS","F",20,"U","GT3","T",3,3,"at_home","services","other","mother",2,2,1,"no","no","no","yes","yes","yes","yes","yes",3,3,4,2,4,3,8,11,9,10,12,84,42,80,8,"yes",252,38.64
508,"MS","F",17,"U","LE3","T",1,1,"other","services","course","father",1,3,0,"no","yes","no","yes","yes","yes","no","yes",4,3,3,1,1,3,0,11,11,10,20,54,22,88,2,"no",270,84.24
509,"MS","M",17,"R","GT3","T",2,2,"other","other","course","mother",3,1,1,"no","yes","no","yes","no","yes","yes","no",4,4,5,1,2,5,0,10,9,9,10,90,38,76,0,"no",270,27
510,"MS","F",16,"R","LE3","T",1,1,"at_home","other","course","father",3,2,0,"no","yes","no","yes","yes","yes","no","no",5,3,2,1,1,1,0,16,17,18,8,2,12,33,0,"no",6,2.62
511,"MS","F",17,"R","GT3","T",2,2,"other","other","reputation","mother",2,2,0,"no","yes","no","yes","yes","yes","no","no",5,3,2,1,1,1,0,15,17,17,10,16,14,64,3,"no",64,10.96
512,"MS","F",17,"U","GT3","A",1,0,"other","other","other","mother",2,2,0,"no","no","no","yes","yes","yes","yes","yes",4,4,5,1,1,4,1,11,9,10,8,152,42,100,19,"no",152,74.48
513,"MS","F",18,"R","GT3","T",1,1,"at_home","other","other","mother",1,2,1,"no","yes","no","yes","yes","yes","yes","yes",4,3,2,1,1,5,9,7,7,7,10,150,26,70,2,"yes",300,24.75
514,"MS","F",16,"U","GT3","T",3,1,"other","other","course","mother",1,1,0,"no","no","no","yes","yes","yes","yes","no",3,1,3,1,3,1,0,8,6,8,9,12,42,14,7,"no",60,2.58
515,"MS","F",16,"U","GT3","T",3,2,"services","at_home","course","mother",1,1,0,"no","no","no","yes","yes","yes","yes","no",3,1,3,1,4,3,2,7,6,7,13,6,38,39,8,"no",6,2.97
516,"MS","F",18,"U","LE3","T",1,1,"other","at_home","reputation","mother",2,2,0,"yes","no","no","yes","yes","yes","no","no",2,3,5,1,4,3,8,9,8,10,4,36,24,85,6,"no",144,62.46
517,"MS","F",16,"R","GT3","T",4,4,"health","teacher","reputation","father",1,2,0,"no","no","no","yes","no","yes","yes","yes",4,3,3,2,3,2,0,14,16,16,10,48,12,150,5,"no",48,9.12
518,"MS","F",16,"R","LE3","T",1,2,"other","other","reputation","mother",2,1,0,"no","no","no","yes","yes","yes","yes","no",5,4,5,1,4,2,0,14,14,15,6,26,18,28,5,"no",52,10.79
519,"MS","F",18,"U","GT3","A",2,4,"other","services","reputation","father",1,2,1,"no","yes","no","yes","yes","yes","yes","no",2,3,2,1,3,1,8,8,5,8,3,20,48,39,19,"yes",100,29.3
520,"MS","M",16,"R","GT3","T",2,1,"other","services","reputation","mother",2,2,0,"no","no","no","yes","yes","yes","yes","no",5,2,1,1,1,2,0,8,7,0,10,8,42,45,4,"no",40,1.92
521,"MS","F",16,"U","LE3","T",1,1,"at_home","other","other","mother",3,2,0,"no","yes","no","yes","yes","yes","yes","no",4,3,2,1,3,5,6,6,8,8,8,60,28,56,2,"no",240,63.9
522,"MS","F",16,"R","GT3","T",2,3,"at_home","services","other","mother",2,2,0,"no","yes","no","yes","yes","yes","yes","no",3,3,3,1,1,2,0,8,10,10,9,68,24,36,2,"no",136,38.08
523,"MS","F",16,"U","GT3","T",4,4,"health","health","course","mother",1,2,0,"no","yes","no","yes","yes","yes","yes","yes",4,3,4,1,2,3,4,8,8,8,10,60,24,48,4,"no",60,90
524,"MS","M",18,"U","LE3","T",4,4,"at_home","health","home","mother",1,4,0,"no","yes","no","yes","yes","no","yes","yes",5,5,5,5,5,5,2,5,6,6,20,160,54,11,2,"no",800,81.6
525,"MS","F",16,"R","LE3","T",3,4,"at_home","other","other","mother",3,2,0,"no","yes","no","yes","no","yes","no","no",4,2,1,1,1,2,2,7,9,8,4,8,24,16,1,"no",16,8
526,"MS","M",17,"U","LE3","T",4,4,"other","services","home","mother",1,3,0,"no","yes","no","yes","yes","yes","yes","no",4,4,3,1,2,5,0,15,14,16,5,255,22,116,0,"no",765,358.275
527,"MS","F",17,"R","GT3","T",4,1,"other","other","other","mother",1,1,0,"no","no","no","yes","yes","yes","yes","yes",4,2,3,1,2,5,1,13,14,14,20,30,26,27,5,"no",30,33
528,"MS","M",16,"U","LE3","T",2,2,"services","services","other","mother",4,3,0,"no","no","no","yes","yes","yes","no","no",5,1,3,2,2,3,0,10,9,10,3,153,20,38,6,"no",612,42.075
529,"MS","F",17,"R","GT3","T",2,2,"at_home","other","other","mother",1,1,0,"no","yes","yes","yes","yes","yes","yes","no",5,1,3,1,2,5,5,9,9,9,3,60,40,36,1,"no",120,28.5
530,"MS","F",16,"U","LE3","T",4,4,"services","services","other","father",2,1,0,"no","yes","no","yes","yes","yes","no","no",5,1,3,1,2,5,1,11,11,11,9,35,22,66,4,"no",140,6.3
531,"MS","M",17,"U","GT3","T",3,3,"services","services","home","mother",1,1,0,"no","yes","no","yes","yes","yes","yes","no",4,1,4,5,5,3,8,7,10,9,13,39,50,51,1,"yes",78,62.595
532,"MS","M",17,"U","GT3","T",1,1,"at_home","services","other","mother",3,2,0,"no","no","no","yes","yes","yes","yes","yes",5,1,3,3,3,1,0,10,10,10,18,20,38,100,7,"no",40,3.3
533,"MS","M",16,"U","GT3","T",2,1,"health","services","other","mother",2,2,0,"no","no","no","yes","no","yes","yes","yes",4,2,2,1,4,5,2,9,7,8,18,60,22,64,6,"no",240,106.8
534,"MS","F",16,"U","LE3","T",2,1,"other","services","other","mother",1,2,0,"no","no","no","yes","yes","yes","yes","yes",3,2,2,1,1,3,0,14,15,16,12,96,18,116,4,"no",480,108.96
535,"MS","M",16,"U","LE3","T",4,4,"teacher","health","other","father",1,1,0,"no","yes","no","yes","yes","yes","yes","no",4,1,2,2,5,5,0,11,12,12,8,95,18,46,0,"no",95,163.4
536,"MS","M",15,"R","GT3","T",1,2,"other","services","course","mother",3,2,0,"no","yes","no","yes","yes","yes","no","no",5,5,5,1,3,5,11,9,11,10,8,180,22,80,3,"yes",540,322.2
537,"MS","M",15,"U","LE3","A",2,2,"other","other","reputation","mother",3,4,0,"no","yes","no","yes","yes","yes","no","no",5,4,5,2,3,5,8,13,14,14,11,400,16,81,15,"no",400,576
538,"MS","M",15,"U","LE3","A",2,1,"services","services","course","mother",1,1,0,"no","no","no","yes","yes","yes","yes","no",4,3,3,1,2,5,11,12,13,12,10,10,40,100,19,"no",40,12.05
539,"MS","F",16,"R","LE3","T",2,2,"other","other","course","mother",1,3,0,"no","yes","no","yes","no","yes","no","yes",4,3,3,2,2,5,2,11,11,11,12,75,14,44,4,"no",300,6.375
540,"MS","F",16,"U","LE3","T",4,1,"other","other","home","mother",2,2,0,"no","yes","no","yes","yes","yes","yes","no",1,2,4,2,2,1,8,9,10,10,7,2,22,76,4,"no",10,0.09
541,"MS","F",17,"U","GT3","T",3,2,"at_home","other","home","mother",2,1,0,"no","no","no","yes","yes","yes","no","yes",4,3,3,2,2,1,5,9,11,11,8,12,26,40,6,"no",12,2.94
542,"MS","F",17,"R","GT3","T",2,2,"other","other","other","mother",2,2,0,"yes","no","yes","yes","yes","yes","no","no",5,1,3,1,1,5,0,11,9,11,6,140,16,80,4,"no",420,128.8
543,"MS","F",16,"U","GT3","T",4,4,"teacher","services","course","mother",2,3,0,"no","yes","no","yes","yes","yes","yes","yes",5,3,5,1,4,5,1,10,11,12,12,165,20,21,1,"no",825,144.375
544,"MS","M",17,"R","GT3","T",4,4,"health","other","course","father",3,1,3,"no","no","no","yes","yes","yes","yes","yes",3,3,3,1,3,5,2,9,9,8,10,80,40,36,6,"no",160,8.4
545,"MS","M",17,"R","LE3","T",1,3,"other","other","course","father",2,1,0,"no","no","no","yes","yes","yes","no","yes",5,1,2,3,3,5,2,12,11,12,4,45,18,69,8,"no",45,25.875
