"id","school","sex","age","address","famsize","Pstatus","Medu","Fedu","Mjob","Fjob","reason","guardian","traveltime","studytime","failures","schoolsup","famsup","paid","activities","nursery","higher","internet","romantic","famrel","freetime","goout","Dalc","Walc","health","absences","G1","G2","G3","forum.posts","levels.complete","avatar.requests","teacher.requests","customize.character","facebook","time.in.session","av.seconds.per.task",school,gender,citystatus,famsize,Pstatus,Mjob,Fjob,schoolsup,famsup
361,GP,F,18,U,GT3,T,3,3,at_home,other,course,father,1,2,0,no,yes,no,yes,yes,yes,yes,no,4,1,4,1,1,3,8,11,12,14,5,72,42,23,4,yes,72,67.68,1,1,2,1,2,1,3,1,2
362,GP,M,19,U,GT3,T,4,2,health,other,course,mother,2,2,0,no,yes,no,yes,yes,yes,yes,yes,5,4,4,1,1,1,9,11,10,10,10,8,42,21,1,yes,32,11.36,1,2,2,1,2,2,3,1,2
363,GP,F,18,U,GT3,T,4,4,teacher,other,course,mother,1,2,0,no,yes,no,yes,yes,yes,yes,no,4,4,4,3,3,5,0,12,11,13,13,10,34,115,2,no,30,16.4,1,1,2,1,2,5,3,1,2
364,GP,F,18,U,GT3,T,3,4,other,other,course,mother,1,1,0,no,yes,no,yes,yes,yes,yes,yes,5,4,4,1,1,1,4,11,12,14,14,12,18,46,0,no,36,3,1,1,2,1,2,3,3,1,2
365,GP,F,17,U,GT3,T,4,4,health,health,course,mother,1,1,0,no,no,no,yes,yes,yes,yes,no,5,3,4,1,2,5,2,14,15,17,10,50,36,116,5,no,50,19.25,1,1,2,1,2,2,2,1,1
366,GP,F,17,U,GT3,A,4,3,services,services,course,mother,1,2,0,no,yes,no,yes,yes,yes,yes,yes,5,2,2,1,2,5,14,15,14,17,16,190,34,87,15,yes,380,168.15,1,1,2,1,1,4,4,1,2
367,GP,F,17,U,LE3,A,3,3,services,other,home,mother,1,2,0,yes,yes,no,yes,yes,yes,yes,no,5,3,3,1,1,5,0,12,12,13,13,20,22,120,7,no,20,31.6,1,1,2,2,1,4,3,2,2
368,GP,F,17,U,LE3,T,2,1,other,other,home,father,1,2,0,no,no,no,yes,yes,yes,yes,no,4,2,3,2,2,2,2,11,12,14,4,28,18,23,8,no,112,3.5,1,1,2,2,2,3,3,1,1
369,GP,M,18,U,LE3,T,4,4,other,other,reputation,father,1,1,0,no,yes,no,yes,yes,yes,yes,no,4,2,5,3,4,5,2,8,9,11,6,95,36,17,0,no,380,135.375,1,2,2,2,2,3,3,1,2
370,GP,F,19,U,GT3,T,1,1,other,other,course,other,3,3,0,no,no,no,yes,yes,no,no,yes,1,5,5,4,3,5,12,10,10,11,14,75,16,60,8,yes,300,83.625,1,1,2,1,2,3,3,1,1
371,GP,F,19,U,LE3,A,1,1,other,other,course,other,3,2,2,no,yes,no,yes,no,yes,yes,yes,5,3,4,1,1,4,2,8,8,9,0,72,48,32,19,no,216,66.24,1,1,2,2,1,3,3,1,2
372,GP,F,18,U,GT3,T,2,2,other,other,course,mother,1,1,0,no,yes,no,yes,yes,yes,yes,yes,4,3,5,2,4,5,2,10,10,10,12,10,26,80,1,no,50,12.25,1,1,2,1,2,3,3,1,2
373,GP,F,17,U,GT3,T,2,2,other,other,course,mother,1,2,0,no,yes,no,yes,yes,yes,no,yes,4,2,2,1,1,3,4,14,13,13,14,90,12,81,4,no,360,59.85,1,1,2,1,2,3,3,1,2
374,GP,F,17,R,LE3,T,2,2,services,services,course,mother,1,3,0,no,yes,no,yes,yes,yes,yes,no,3,3,2,2,2,3,0,11,11,10,11,99,42,110,4,no,198,136.62,1,1,1,2,2,4,4,1,2
375,GP,F,17,U,GT3,T,3,1,services,services,course,father,1,3,0,no,yes,no,yes,no,yes,yes,no,3,4,3,2,3,5,0,17,18,17,6,225,18,70,1,no,1125,41.625,1,1,2,1,2,4,4,1,2
376,GP,F,17,U,LE3,T,0,2,at_home,at_home,home,father,2,3,0,no,no,no,yes,yes,yes,yes,no,3,3,3,2,3,2,0,14,14,15,1,114,30,84,8,no,570,187.53,1,1,2,2,2,1,1,1,1
377,GP,F,18,U,GT3,T,1,1,other,other,home,mother,2,3,0,no,no,no,yes,yes,yes,yes,no,4,5,5,1,2,2,0,14,14,14,5,114,24,28,7,no,228,80.37,1,1,2,1,2,3,3,1,1
378,GP,M,18,U,GT3,T,4,4,other,other,course,mother,1,3,0,no,no,no,yes,yes,yes,yes,no,4,3,3,2,2,3,0,13,14,13,11,90,38,108,5,no,450,144.45,1,2,2,1,2,3,3,1,1
379,GP,M,17,U,GT3,T,3,3,other,services,reputation,mother,1,1,0,no,no,no,yes,no,yes,yes,no,4,3,5,3,5,5,0,17,18,17,5,100,30,35,5,no,500,118,1,2,2,1,2,3,4,1,1
380,GP,M,17,R,GT3,T,2,2,services,other,course,mother,4,1,0,no,yes,no,yes,yes,yes,yes,no,4,4,5,5,5,4,2,11,10,10,5,64,18,84,0,no,64,83.52,1,2,1,1,2,4,3,1,2
381,GP,F,17,U,GT3,T,4,4,teacher,services,course,mother,1,3,0,no,yes,no,yes,yes,yes,yes,no,5,4,4,1,3,4,0,13,12,13,14,144,38,100,0,no,288,225.36,1,1,2,1,2,5,4,1,2
382,GP,F,17,U,GT3,T,4,4,teacher,teacher,course,mother,2,3,0,no,yes,no,yes,no,yes,yes,yes,4,3,3,1,2,4,4,15,14,15,26,24,22,58,3,no,96,14.4,1,1,2,1,2,5,5,1,2
383,GP,F,17,U,GT3,T,3,3,at_home,other,course,mother,1,1,0,no,yes,yes,yes,yes,yes,yes,no,4,2,5,2,5,5,2,11,12,11,7,100,30,69,4,no,300,39.5,1,1,2,1,2,1,3,1,2
384,GP,M,18,U,LE3,T,2,2,other,other,course,mother,1,4,0,no,yes,yes,yes,yes,yes,yes,no,4,5,5,2,4,5,0,11,11,12,4,360,24,88,2,no,720,91.8,1,2,2,2,2,3,3,1,2
385,GP,M,19,R,GT3,T,3,2,at_home,services,home,other,1,1,0,no,yes,no,yes,no,yes,no,yes,5,3,4,2,2,5,0,11,10,10,12,60,22,42,3,no,240,78,1,2,1,1,2,1,4,1,2
386,GP,F,18,U,GT3,T,2,2,at_home,other,course,mother,4,2,0,no,no,no,yes,yes,yes,no,yes,4,2,5,1,1,2,2,10,9,10,12,20,16,19,5,no,80,15.7,1,1,2,1,2,1,3,1,1
387,GP,F,17,R,GT3,T,2,4,at_home,other,course,father,1,3,0,no,yes,no,yes,yes,yes,yes,yes,4,4,3,1,1,5,0,15,15,15,10,300,28,150,2,no,1500,537,1,1,1,1,2,1,3,1,2
388,GP,M,18,U,GT3,T,2,2,other,other,reputation,mother,1,1,0,no,no,no,yes,no,yes,yes,no,5,4,2,1,2,5,6,15,14,15,5,90,10,116,6,yes,90,89.55,1,2,2,1,2,3,3,1,1
389,GP,F,18,U,GT3,T,3,3,services,services,home,mother,1,2,0,no,no,no,yes,yes,yes,yes,no,5,3,4,1,1,4,8,10,11,12,4,24,38,42,4,yes,120,23.76,1,1,2,1,2,4,4,1,1
390,GP,F,18,U,LE3,T,2,2,other,other,home,other,1,2,0,no,no,no,yes,no,yes,yes,yes,4,3,3,1,1,2,0,10,9,12,12,68,38,19,6,no,136,112.54,1,1,2,2,2,3,3,1,1
391,GP,F,18,R,GT3,T,2,2,at_home,other,course,mother,2,4,0,no,no,no,yes,yes,yes,no,no,4,4,4,1,1,4,6,14,13,14,6,272,10,27,7,yes,272,429.76,1,1,1,1,2,1,3,1,1
392,GP,F,17,U,GT3,T,3,4,services,other,course,mother,1,3,0,no,no,no,yes,yes,yes,yes,no,4,4,5,1,3,5,8,11,13,14,9,300,18,48,5,yes,900,16.5,1,1,2,1,2,4,3,1,1
393,GP,F,17,U,GT3,T,3,2,other,other,home,mother,1,2,0,no,yes,no,yes,yes,yes,yes,yes,4,3,2,2,3,2,0,12,13,15,24,40,28,125,1,no,40,71.2,1,1,2,1,2,3,3,1,2
394,GP,F,18,U,LE3,T,3,3,services,services,home,mother,1,4,0,no,yes,no,yes,yes,yes,yes,no,5,3,3,1,1,1,4,14,14,15,12,56,30,112,1,no,168,61.88,1,1,2,2,2,4,4,1,2
395,GP,F,17,R,GT3,A,3,2,other,other,home,mother,1,2,0,no,yes,no,yes,yes,yes,yes,no,4,3,3,2,3,2,0,14,14,16,13,60,18,140,15,no,180,97.2,1,1,1,1,1,3,3,1,2
396,GP,M,18,U,GT3,T,4,4,teacher,services,home,father,1,2,0,no,yes,no,yes,yes,yes,yes,no,4,3,3,2,2,2,0,12,12,13,9,72,16,24,2,no,288,88.92,1,2,2,1,2,5,4,1,2
397,GP,M,18,U,LE3,T,3,4,services,other,home,mother,1,2,0,no,no,no,yes,yes,yes,yes,yes,4,3,3,1,3,5,6,16,16,17,16,110,14,32,6,no,220,59.4,1,2,2,2,2,4,3,1,1
398,GP,F,17,U,GT3,A,2,2,at_home,at_home,home,father,1,2,0,no,yes,no,yes,yes,yes,yes,yes,3,3,1,1,2,4,18,10,12,14,12,112,26,88,3,yes,336,23.52,1,1,2,1,1,1,1,1,2
399,GP,F,18,U,GT3,T,2,3,at_home,other,course,mother,1,3,0,no,yes,no,yes,yes,yes,yes,no,4,3,3,1,2,3,0,11,12,14,8,99,36,115,2,no,297,90.585,1,1,2,1,2,1,3,1,2
400,GP,F,18,U,GT3,T,3,2,other,services,other,mother,1,3,0,no,no,no,yes,yes,yes,yes,yes,5,4,3,2,3,1,4,14,16,17,8,27,30,90,7,no,135,46.035,1,1,2,1,2,3,4,1,1
401,GP,M,18,R,GT3,T,4,3,teacher,services,course,mother,1,3,0,no,no,no,yes,yes,yes,yes,yes,5,3,2,1,2,4,4,15,14,17,16,48,10,116,5,no,48,46.32,1,2,1,1,2,5,4,1,1
402,GP,M,18,U,GT3,T,4,3,teacher,other,course,mother,1,3,0,no,yes,no,yes,yes,yes,yes,yes,5,4,5,2,3,5,0,14,13,14,28,285,12,135,1,no,1425,92.625,1,2,2,1,2,5,3,1,2
403,GP,F,17,U,GT3,T,4,3,health,other,reputation,mother,1,3,0,no,yes,no,yes,yes,yes,yes,yes,4,4,3,1,3,4,0,11,12,13,26,72,36,69,0,no,288,19.08,1,1,2,1,2,2,3,1,2
404,GP,F,17,U,GT3,T,2,1,services,other,course,mother,2,2,0,no,yes,no,yes,yes,yes,yes,yes,4,3,4,2,2,1,10,12,15,15,22,40,22,108,4,yes,160,58.4,1,1,2,1,2,4,3,1,2
405,GP,F,17,U,GT3,T,2,1,services,other,reputation,mother,1,2,0,no,yes,no,yes,yes,yes,yes,no,4,3,5,2,4,4,4,12,16,16,7,72,34,112,1,no,144,117.72,1,1,2,1,2,4,3,1,2
406,GP,F,19,U,LE3,A,2,3,at_home,other,home,other,2,1,1,no,no,no,yes,yes,no,yes,no,2,2,3,3,4,5,16,10,11,11,4,45,26,84,19,no,45,2.475,1,1,2,2,1,1,3,1,1
407,GP,F,17,U,GT3,T,3,1,other,at_home,home,mother,1,1,1,no,yes,yes,yes,yes,yes,yes,yes,4,1,2,1,1,3,6,10,13,13,8,54,26,92,2,yes,216,38.07,1,1,2,1,2,3,1,1,2
408,GP,F,21,U,LE3,T,4,4,other,other,reputation,other,1,3,2,no,no,yes,yes,yes,yes,yes,no,3,3,2,1,1,5,0,9,12,12,10,285,34,21,5,no,1140,474.525,1,1,2,2,2,3,3,1,1
409,GP,M,18,U,LE3,T,2,2,services,services,reputation,mother,1,2,0,no,yes,no,yes,no,no,yes,no,4,4,4,1,3,3,11,9,11,12,3,84,28,100,3,no,252,53.34,1,2,2,2,2,4,4,1,2
410,GP,M,18,U,LE3,A,3,4,other,other,reputation,other,1,2,0,no,no,no,yes,yes,yes,yes,yes,4,3,5,1,4,2,9,13,14,15,20,48,32,108,23,no,96,55.44,1,2,2,2,1,3,3,1,1
411,GP,F,17,U,GT3,T,2,2,services,services,reputation,mother,1,2,0,no,yes,no,yes,yes,yes,yes,no,4,3,4,1,3,4,0,13,17,17,3,96,20,90,3,no,96,46.08,1,1,2,1,2,4,4,1,2
412,GP,M,17,U,LE3,A,4,4,health,other,reputation,mother,1,3,0,no,yes,no,yes,yes,yes,yes,no,4,4,2,1,2,4,2,12,15,15,11,60,28,108,7,no,180,23.7,1,2,2,2,1,2,3,1,2
413,GP,F,18,U,LE3,T,4,2,teacher,other,course,mother,1,2,0,no,yes,no,yes,yes,yes,yes,no,4,2,2,1,1,3,0,14,17,17,6,6,24,93,4,no,18,4.83,1,1,2,2,2,5,3,1,2
414,GP,M,21,R,LE3,T,1,1,at_home,other,course,other,2,2,2,no,yes,no,yes,yes,no,yes,yes,5,3,3,5,2,4,21,9,10,10,8,56,28,38,1,no,168,60.76,1,2,1,2,2,1,3,1,2
415,GP,F,20,R,GT3,T,1,1,other,other,reputation,other,2,3,0,no,no,no,yes,yes,yes,yes,yes,3,2,2,1,3,3,8,11,15,15,6,135,42,104,8,yes,270,198.45,1,1,1,1,2,3,3,1,1
416,GP,F,19,U,GT3,T,4,4,teacher,other,home,other,1,1,1,no,yes,no,yes,yes,yes,yes,yes,3,2,5,4,4,5,5,9,10,11,18,90,40,95,3,no,180,9.45,1,1,2,1,2,5,3,1,2
417,GP,M,17,U,LE3,A,3,2,other,other,reputation,mother,1,2,0,no,yes,no,yes,yes,yes,yes,no,4,4,4,1,2,5,10,16,18,18,12,110,20,170,11,no,330,198,1,2,2,2,1,3,3,1,2
418,GP,F,18,U,GT3,T,3,2,at_home,other,reputation,father,1,3,0,no,yes,no,yes,yes,yes,yes,yes,4,3,4,1,2,2,5,14,17,17,22,6,30,62,2,no,6,0.57,1,1,2,1,2,1,3,1,2
419,GP,M,18,R,GT3,T,2,3,other,services,reputation,father,1,1,0,no,no,no,yes,yes,yes,yes,no,3,1,3,4,5,4,13,13,14,14,8,32,14,135,8,yes,96,13.92,1,2,1,1,2,3,4,1,1
420,GP,M,19,U,GT3,T,2,1,other,other,reputation,mother,1,1,0,no,no,no,yes,yes,yes,yes,no,5,3,4,1,4,4,10,7,11,11,7,40,32,18,5,yes,80,14,1,2,2,1,2,3,3,1,1
421,GP,F,18,U,LE3,A,2,2,services,other,reputation,mother,2,2,0,no,yes,no,yes,yes,yes,yes,no,4,1,4,1,3,4,10,14,17,17,3,144,12,155,7,no,288,131.76,1,1,2,2,1,4,3,1,2
422,GP,F,20,U,GT3,T,1,0,other,other,reputation,mother,2,1,1,yes,no,no,yes,yes,yes,yes,yes,5,3,1,1,1,5,5,8,10,10,18,60,24,54,7,no,180,6,1,1,2,1,2,3,3,2,1
423,GP,F,18,U,GT3,T,3,2,services,other,home,mother,1,2,0,no,yes,no,yes,no,yes,yes,yes,3,1,2,1,2,1,4,10,13,13,14,22,26,23,0,no,44,31.13,1,1,2,1,2,4,3,1,2
424,MS,F,16,U,GT3,T,1,3,at_home,other,other,father,2,1,0,no,yes,no,yes,yes,no,yes,yes,4,3,3,1,3,5,11,10,11,11,18,85,20,42,4,yes,255,80.75,2,1,2,1,2,1,3,1,2
425,MS,F,16,R,GT3,T,2,2,other,other,course,mother,2,2,0,no,yes,no,yes,yes,yes,yes,no,4,4,4,1,1,5,0,12,12,12,6,60,28,120,2,no,300,48.9,2,1,1,1,2,3,3,1,2
426,MS,F,15,R,GT3,T,1,1,at_home,services,other,mother,1,1,1,no,yes,no,yes,yes,yes,no,yes,4,1,3,1,1,2,6,10,10,10,18,30,18,100,0,yes,90,2.85,2,1,1,1,2,1,4,1,2
427,MS,F,15,R,GT3,T,3,3,at_home,other,course,mother,2,1,0,no,yes,no,yes,yes,yes,yes,no,5,4,4,2,3,5,4,10,10,11,13,30,26,80,2,no,120,26.4,2,1,1,1,2,1,3,1,2
428,MS,F,16,R,GT3,T,2,3,at_home,services,course,mother,2,2,0,no,no,no,yes,yes,yes,no,no,4,5,2,1,2,5,0,16,17,17,6,150,10,132,8,no,600,180.75,2,1,1,1,2,1,4,1,1
429,MS,F,15,R,LE3,T,2,1,at_home,other,home,mother,2,1,0,no,no,no,yes,yes,no,no,no,1,3,4,1,1,1,0,6,8,9,11,20,30,70,4,no,100,19.3,2,1,1,2,2,1,3,1,1
430,MS,M,16,R,LE3,A,4,4,at_home,other,home,mother,1,2,0,no,yes,no,yes,yes,yes,no,no,5,3,2,1,3,2,5,10,11,11,10,48,16,42,19,no,144,18.24,2,2,1,2,1,1,3,1,2
431,MS,M,16,U,GT3,A,1,2,other,other,other,mother,1,3,0,yes,no,no,yes,yes,yes,yes,no,4,4,3,1,1,5,0,10,11,11,3,165,20,21,23,no,660,135.3,2,2,2,1,1,3,3,2,1
432,MS,F,17,R,GT3,T,3,2,at_home,other,course,father,1,2,1,no,no,no,yes,yes,yes,no,yes,4,5,4,1,2,5,0,10,10,10,6,150,20,40,4,no,300,268.5,2,1,1,1,2,1,3,1,1
433,MS,F,17,R,GT3,T,1,1,other,other,other,father,1,1,1,no,yes,no,yes,no,no,yes,no,5,4,4,2,2,5,0,6,6,7,1,15,46,60,2,no,30,0.375,2,1,1,1,2,3,3,1,2
434,MS,F,15,R,GT3,T,4,4,teacher,other,course,mother,2,1,0,no,no,no,yes,yes,yes,yes,yes,1,5,1,3,5,5,0,13,14,14,14,75,26,135,8,no,300,92.625,2,1,1,1,2,5,3,1,1
435,MS,F,16,U,LE3,A,2,2,at_home,other,reputation,mother,2,4,0,no,no,no,yes,no,no,no,yes,1,2,1,1,1,1,4,10,9,11,18,56,18,95,15,no,56,78.96,2,1,2,2,1,1,3,1,1
436,MS,F,15,R,LE3,T,1,1,at_home,services,reputation,father,2,2,0,no,yes,no,yes,yes,yes,yes,no,5,4,3,1,2,4,0,10,10,10,9,80,38,80,2,no,400,48.4,2,1,1,2,2,1,4,1,2
437,MS,F,15,R,LE3,T,1,1,other,services,course,mother,2,1,1,no,yes,no,yes,yes,yes,yes,yes,4,4,3,1,2,2,4,6,7,8,18,14,40,65,2,no,28,19.04,2,1,1,2,2,3,4,1,2
438,MS,F,16,R,GT3,T,0,2,other,other,other,mother,2,1,0,no,yes,no,yes,yes,yes,no,no,3,2,3,1,2,2,0,12,11,12,6,34,12,23,2,no,68,4.42,2,1,1,1,2,3,3,1,2
439,MS,F,17,R,GT3,T,2,3,other,other,course,mother,2,1,0,no,yes,no,yes,yes,yes,yes,no,5,5,5,1,3,3,2,10,11,12,9,9,26,105,2,no,18,7.065,2,1,1,1,2,3,3,1,2
440,MS,F,15,R,GT3,T,3,3,other,services,course,father,2,1,0,no,no,no,yes,no,yes,yes,no,4,1,3,1,1,4,0,14,16,16,13,64,18,60,8,no,256,4.16,2,1,1,1,2,3,4,1,1
441,MS,M,16,U,GT3,T,1,1,at_home,services,home,mother,2,2,0,no,yes,no,yes,yes,yes,no,yes,5,4,5,4,5,3,0,7,0,0,12,36,30,35,1,no,180,41.04,2,2,2,1,2,1,4,1,2
442,MS,M,17,U,GT3,T,1,1,other,other,home,mother,1,2,0,no,no,yes,yes,no,yes,yes,no,4,4,3,2,4,5,4,8,9,9,7,10,24,34,7,no,40,13.35,2,2,2,1,2,3,3,1,1
443,MS,M,15,R,LE3,T,4,1,health,services,reputation,father,1,2,0,no,yes,no,yes,yes,yes,yes,no,5,3,4,1,2,2,0,12,13,14,13,44,22,75,2,no,88,33.22,2,2,1,2,2,2,4,1,2
444,MS,M,15,R,LE3,T,4,1,health,services,reputation,father,1,2,0,no,yes,no,yes,yes,yes,yes,no,5,3,4,1,2,2,7,7,9,8,12,16,32,32,3,no,32,24.16,2,2,1,2,2,2,4,1,2
445,MS,M,16,R,GT3,T,3,4,other,health,other,mother,3,2,0,no,no,no,yes,no,yes,no,no,3,4,5,1,2,5,4,9,10,11,6,150,22,57,6,no,150,190.5,2,2,1,1,2,3,2,1,1
446,MS,M,15,R,GT3,T,1,1,other,other,course,mother,4,2,0,no,yes,no,yes,yes,yes,no,yes,5,4,5,2,4,4,8,7,9,9,8,144,30,16,3,yes,288,20.88,2,2,1,1,2,3,3,1,2
447,MS,M,15,U,LE3,T,3,3,at_home,at_home,reputation,father,1,2,0,no,yes,no,yes,yes,yes,yes,no,5,3,3,1,1,5,0,11,11,11,4,160,24,22,4,no,320,111.2,2,2,2,2,2,1,1,1,2
448,MS,M,17,R,GT3,T,2,1,other,other,other,mother,3,1,0,no,no,no,yes,yes,no,no,yes,5,5,5,5,5,3,8,8,10,9,18,15,26,72,8,yes,75,22.95,2,2,1,1,2,3,3,1,1
449,MS,F,16,R,GT3,T,4,4,teacher,teacher,course,mother,2,3,0,no,no,no,yes,yes,yes,yes,yes,4,2,2,1,1,4,6,16,16,17,14,156,26,160,6,yes,624,212.16,2,1,1,1,2,5,5,1,1
450,MS,F,15,R,GT3,T,1,2,other,services,course,mother,2,1,0,no,no,no,yes,yes,yes,no,no,5,1,2,1,1,1,3,11,13,13,7,15,16,24,5,no,45,19.95,2,1,1,1,2,3,4,1,1
451,MS,F,16,R,GT3,T,2,3,other,services,course,mother,3,2,0,no,yes,no,yes,yes,yes,yes,no,4,5,4,1,2,1,2,15,15,15,7,28,22,90,2,no,56,46.2,2,1,1,1,2,3,4,1,2
452,MS,M,16,R,GT3,T,1,2,other,other,course,father,2,2,0,no,no,no,yes,yes,yes,no,no,4,3,3,1,1,5,0,10,11,11,4,160,20,105,8,no,320,247.2,2,2,1,1,2,3,3,1,1
453,MS,F,16,R,GT3,T,2,2,other,other,course,mother,3,2,0,no,yes,no,yes,yes,yes,yes,no,4,4,5,1,1,4,4,9,10,11,4,8,34,95,1,no,40,4.44,2,1,1,1,2,3,3,1,2
454,MS,F,16,U,GT3,T,1,2,other,services,course,mother,1,3,1,no,yes,no,yes,yes,yes,no,no,1,3,2,1,2,4,0,10,8,8,9,240,16,72,2,no,720,126,2,1,2,1,2,3,4,1,2
455,MS,F,16,U,GT3,T,1,2,other,services,course,mother,1,3,1,no,yes,no,yes,yes,yes,no,no,1,3,2,1,2,4,3,9,8,8,2,204,20,68,2,no,204,25.5,2,1,2,1,2,3,4,1,2
456,MS,F,15,U,GT3,T,2,1,at_home,other,home,mother,1,2,0,yes,yes,no,yes,no,yes,yes,no,4,4,2,3,3,2,0,9,10,9,11,80,22,76,1,no,400,84.8,2,1,2,1,2,1,3,2,2
457,MS,F,16,U,GT3,T,1,1,at_home,other,course,father,1,2,0,no,yes,no,yes,no,yes,no,yes,5,4,3,2,1,2,0,13,14,15,6,8,16,27,3,no,8,4.84,2,1,2,1,2,1,3,1,2
458,MS,M,17,R,LE3,T,1,2,at_home,services,reputation,mother,1,1,0,no,yes,no,yes,yes,yes,yes,no,5,5,5,5,5,3,4,10,11,11,5,33,44,63,1,no,33,39.765,2,2,1,2,2,1,4,1,2
459,MS,F,16,R,GT3,T,1,1,other,other,home,father,4,4,0,no,yes,no,yes,no,yes,yes,no,4,3,2,1,1,1,0,13,10,13,4,52,38,115,3,no,208,23.92,2,1,1,1,2,3,3,1,2
460,MS,F,16,R,GT3,T,1,1,at_home,other,other,father,4,3,0,yes,yes,no,yes,yes,yes,no,no,4,4,3,1,1,5,2,10,9,10,5,180,22,19,4,no,180,286.2,2,1,1,1,2,1,3,2,2
461,MS,F,15,R,GT3,T,1,1,at_home,other,home,father,2,2,0,no,yes,no,yes,yes,yes,yes,no,4,3,3,1,1,2,1,11,10,11,3,80,36,21,3,no,160,126.4,2,1,1,1,2,1,3,1,2
462,MS,F,16,R,GT3,T,1,1,at_home,other,other,mother,2,1,0,no,no,no,yes,yes,yes,yes,yes,4,2,2,4,3,2,0,13,12,14,6,4,38,75,6,no,16,4.72,2,1,1,1,2,1,3,1,1
463,MS,F,15,R,GT3,T,1,1,at_home,at_home,course,father,3,2,0,no,yes,no,yes,yes,yes,no,no,4,2,1,1,2,2,0,13,14,14,7,52,14,27,3,no,52,78.52,2,1,1,1,2,1,1,1,2
464,MS,F,15,R,LE3,T,2,2,other,other,other,father,1,3,0,yes,yes,no,yes,yes,yes,no,no,4,4,3,2,2,5,2,14,11,12,4,210,14,25,0,no,1050,36.75,2,1,1,2,2,3,3,2,2
465,MS,M,16,R,GT3,T,1,1,at_home,other,other,father,2,1,0,no,no,no,yes,yes,yes,no,no,3,4,4,3,4,5,6,11,11,11,2,50,16,66,4,yes,150,65.75,2,2,1,1,2,1,3,1,1
466,MS,F,18,U,GT3,T,1,2,other,other,course,father,1,2,1,no,yes,no,yes,yes,yes,yes,yes,3,4,4,2,3,5,9,9,8,8,20,10,22,17,3,yes,50,6.9,2,1,2,1,2,3,3,1,2
467,MS,M,15,U,GT3,T,3,1,other,services,home,mother,2,1,0,no,yes,no,yes,yes,yes,no,no,3,2,3,1,3,4,0,10,9,11,12,28,24,57,4,no,84,39.48,2,2,2,1,2,3,4,1,2
468,MS,F,16,R,GT3,T,2,2,other,services,course,father,3,2,0,no,yes,no,yes,yes,yes,yes,no,5,3,4,1,1,2,1,14,13,14,7,56,24,108,4,no,56,21.28,2,1,1,1,2,3,4,1,2
469,MS,M,15,U,GT3,T,2,2,health,other,reputation,mother,3,1,0,no,no,no,yes,yes,yes,no,no,4,3,3,1,2,4,1,13,12,13,12,80,14,25,7,no,240,84.8,2,2,2,1,2,2,3,1,1
470,MS,M,16,U,GT3,T,4,4,other,teacher,course,father,1,2,0,no,yes,no,yes,yes,yes,no,yes,4,3,1,1,1,3,0,13,12,13,24,48,18,50,0,no,48,42,2,2,2,1,2,3,5,1,2
471,MS,F,15,R,GT3,T,3,3,services,other,reputation,mother,1,2,0,no,yes,no,yes,yes,yes,yes,yes,4,5,4,1,1,1,4,13,12,12,16,32,20,100,1,no,160,43.84,2,1,1,1,2,4,3,1,2
472,MS,F,16,R,GT3,T,2,2,at_home,other,course,mother,2,2,1,no,yes,no,yes,no,yes,no,no,4,4,4,2,3,5,2,12,11,12,6,180,12,92,2,no,720,103.5,2,1,1,1,2,1,3,1,2
473,MS,F,16,R,LE3,T,2,2,other,other,home,father,3,1,0,no,yes,no,yes,yes,yes,no,yes,4,3,2,1,1,4,0,14,14,16,24,8,8,112,2,no,32,3.32,2,1,1,2,2,3,3,1,2
474,MS,M,16,U,LE3,T,2,1,at_home,services,course,mother,2,1,0,no,yes,no,yes,yes,yes,yes,no,2,4,3,2,3,4,4,10,8,10,11,4,20,54,0,no,4,3.86,2,2,2,2,2,1,4,1,2
475,MS,M,15,R,LE3,T,1,3,at_home,other,reputation,father,3,1,0,no,yes,no,yes,yes,yes,yes,no,4,2,4,3,5,3,2,10,11,11,11,54,38,21,4,no,162,79.38,2,2,1,2,2,1,3,1,2
476,MS,F,15,U,GT3,T,2,2,other,services,course,mother,2,3,0,no,yes,no,yes,yes,yes,no,no,5,3,2,1,1,4,0,12,13,14,10,240,14,50,1,no,480,277.2,2,1,2,1,2,3,4,1,2
477,MS,F,16,R,LE3,T,2,1,other,other,home,mother,1,1,0,no,yes,no,yes,yes,yes,yes,yes,5,4,3,1,1,5,2,10,8,8,8,45,44,54,2,no,225,27.9,2,1,1,2,2,3,3,1,2
478,MS,M,15,U,GT3,T,3,3,services,services,course,father,2,1,0,no,yes,no,yes,no,yes,yes,no,4,3,3,2,4,3,11,12,10,11,5,36,40,110,0,yes,72,10.98,2,2,2,1,2,4,4,1,2
479,MS,F,16,R,GT3,T,1,1,at_home,other,course,father,2,2,3,yes,yes,no,yes,yes,yes,no,no,3,4,3,1,1,1,0,7,7,8,1,14,24,42,3,no,42,12.67,2,1,1,1,2,1,3,2,2
480,MS,F,17,U,GT3,T,2,2,other,at_home,course,mother,1,1,0,no,yes,no,yes,yes,no,no,no,4,5,3,1,1,5,4,9,9,10,6,55,20,36,4,no,165,36.575,2,1,2,1,2,3,1,1,2
481,MS,F,19,U,GT3,T,2,3,at_home,services,course,other,1,1,1,no,no,no,yes,yes,no,yes,yes,4,4,4,1,1,2,0,9,9,10,16,24,46,36,6,no,96,2.76,2,1,2,1,2,1,4,1,1
